Company ID,Organization Name,Founded Year,Organization Name URL,Headquarters Country,Number of Founders,Age,Hub Binary,B2B Binary,Number Seed Rounds,Avg Seed Investor Distance,Avg Seed Investor Pairwise Distance,Average Seed Investors Portfolio Organizations,Number Seed Investors,Avg Age of Seed Investors,Specific VC in Seed Binary,Target VC in Seed Binary,Hub VC in Seed Binary,Accelerator Funding Binary,Angel Group Funding Binary,Micro VC Funding Binary,Corporate Venture Capital Funding Binary,Homecountry Investor in Seed Binary,Seed Investor Same City,Seed Lead Investor Same City,Seed Lead Investor Same City,Total Seed Funding (M),Energy,Materials,Industrials,Consumer Discretionary,Consumer Staples,Health Care,Financials,Information Technology,Communication Services,Utilities,Real Estate,Other,Success,Exit Binary,Funding Success,Years to Exit,Last Equity Funding Type,Latitude,Longitude,Regional Seed Investor Binary,Overregional Seed Investor Binary,Min Seed Investor Distance,Number Lead Seed Investors,Years to Seed,Regional Lead Seed Investor Binary,Overregional Seed Investor Binary,Overregional Lead Seed Investor Binary,Avg Exits of Seed Investors,Specific Lead VC in Seed Binary,Target Lead VC in Seed Binary,Accelerator Lead Funding Binary,Angel Group Lead Funding Binary,Micro VC Lead Funding Binary,Corporate Venture Capital Lead Funding Binary,Number Seed Investors Same City,Number Seed Lead Investors Same City,Seed Lead Investor Same City,Seed Lead Investor Same City,Number Homecountry Investors,Number Homecountry Lead Investors,Homecountry Lead Investor,Hub Lead VC in Seed Binary,VCs Within 50km,VCs Within 50km,Top University Ecosystem Binary,Top University Ecosystem Binary,Top University Count,Top University Count,Founded Startups in Environment,Successful Startups in Environment,Share Successful Startups in Environment,Share Successful Startups in Environment,Distance to Hub,Minimum Seed VC Distance - Non Lead,Avg Seed VC Distance - Non Lead,Maximum Seed VC Distance - Non Lead,Minimum Lead Seed VC Distance,Avg Lead Seed VC Distance,Maximum Lead Seed VC Distance,Min Seed Investor Pairwise Distance,Max Seed Investor Pairwise Distance,GDP Growth (%) in Funding Year,Investment Volume in First Seed Year (log),Exit Date,Max Seed Investor Distance
9226,tab ticketbroker,2011,https://www.crunchbase.com/organization/tab-ticketbroker,Germany,1.0,1,True,False,2,668.2719139174051,0.0,82.0,1,6.0,False,False,True,False,False,False,False,False,False,False,False,0.66,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,,Series A,52.510885,13.3989367,False,True,668.2719139174051,,1,False,True,False,15.0,False,False,False,False,False,False,0,0,False,False,0,0,False,False,173,173,True,True,3,3,85,39,0.4588235294117647,0.4588235294117647,0.0,668.2719139174051,668.2719139174051,668.2719139174051,0.0,0.0,0.0,0.0,0.0,1.9,6.398594934535208,,668.2719139174051
9228,Lipocalyx,2011,https://www.crunchbase.com/organization/lipocalyx,Germany,3.0,0,False,True,3,216.900604141374,318.12897947312973,282.3333333333333,2,12.7,False,True,True,False,False,False,False,True,False,False,False,1.33772,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,,Seed,51.4824354,11.9712985,False,True,150.43054930628682,,0,False,True,False,53.7,False,False,False,False,False,False,0,0,False,False,3,0,False,False,5,5,False,False,0,0,3,1,0.3333333333333333,0.3333333333333333,150.43054930628654,150.43054930628682,216.900604141374,349.84071381154826,0.0,0.0,0.0,0.0,477.19346920969457,1.9,6.55250788703459,,349.84071381154826
9232,Goalio,2011,https://www.crunchbase.com/organization/goalio,Germany,2.0,0,False,True,2,0.0,0.0,60.0,1,6.0,False,False,False,False,False,True,False,True,True,False,False,0.026748,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,,Seed,52.4009309,13.0591397,True,False,0.0,,0,False,False,False,23.0,False,False,False,False,False,False,2,0,False,False,2,0,False,False,173,173,False,False,0,0,8,1,0.125,0.125,26.06915368193726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,6.55250788703459,,0.0
16533,Ethixbase360,2011,https://www.crunchbase.com/organization/ethixbase,United Kingdom,2.0,9,True,True,1,16995.9239764173,0.0,29.0,1,1.0,False,False,False,False,False,False,False,False,False,False,False,0.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,,Private Equity,51.4893335,-0.1440551,False,True,16995.9239764173,,9,False,True,False,3.0,False,False,False,False,False,False,0,0,False,False,0,0,False,False,643,643,True,True,5,5,292,90,0.3082191780821918,0.3082191780821918,4.639509600861782,16995.9239764173,16995.9239764173,16995.9239764173,0.0,0.0,0.0,0.0,0.0,1.9,7.901377353792616,,16995.9239764173
4408,Orikami.nl,2011,https://www.crunchbase.com/organization/orikami-nl,The Netherlands,2.0,8,False,True,1,42.031275999610834,0.0,8.0,1,2.0,True,False,False,False,False,False,False,True,False,False,False,0.659063,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,,Seed,51.8474946,5.8637771,True,False,42.031275999610834,1.0,8,True,False,False,0.0,True,False,False,False,False,False,0,0,False,False,1,1,True,False,12,12,True,True,1,1,2,1,0.5,0.5,88.40311608630631,0.0,0.0,0.0,42.031275999610834,42.031275999610834,42.031275999610834,0.0,0.0,1.9,6.2166061010848646,,42.031275999610834
4391,Voicebooking.com,2011,https://www.crunchbase.com/organization/voice-booking,The Netherlands,1.0,8,True,False,1,0.0,0.0,33.0,1,1.0,False,True,True,False,False,False,False,True,True,True,True,0.820609,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,Seed,52.3730796,4.8924534,True,False,0.0,1.0,8,True,False,False,2.0,False,True,False,False,False,False,1,1,True,True,1,1,True,True,170,170,True,True,1,1,48,15,0.3125,0.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,6.2166061010848646,,0.0
16584,EdPlace,2011,https://www.crunchbase.com/organization/edplace,United Kingdom,1.0,4,True,False,1,0.0,0.0,85.0,1,29.0,False,False,True,False,False,False,False,True,True,False,False,0.0,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,,Venture - Series Unknown,51.4893335,-0.1440551,True,False,0.0,,4,False,False,False,21.0,False,False,False,False,False,False,1,0,False,False,1,0,False,False,643,643,True,True,5,5,292,90,0.3082191780821918,0.3082191780821918,4.639509600861782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,7.170888478512505,,0.0
16585,E-Car Club,2011,https://www.crunchbase.com/organization/e-car-club,United Kingdom,2.0,2,True,False,1,0.0,0.0,52.0,1,2.0,False,False,True,True,False,False,False,True,True,False,False,0.0,False,False,True,True,False,False,False,False,False,False,False,False,True,True,False,4.0,Venture - Series Unknown,51.4893335,-0.1440551,True,False,0.0,,2,False,False,False,5.0,False,False,False,False,False,False,1,0,False,False,1,0,False,False,643,643,True,True,5,5,292,89,0.3047945205479452,0.3047945205479452,4.639509600861782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,6.55250788703459,2015-07-10,0.0
16586,Shopological,2011,https://www.crunchbase.com/organization/shopological,United Kingdom,1.0,1,True,False,2,70.21719763252992,140.43439526505983,17.0,2,3.5,False,False,True,False,False,False,False,True,True,True,True,0.0,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,,Angel,51.4893335,-0.1440551,True,True,0.0,1.0,1,True,True,False,3.5,False,False,False,False,False,False,1,1,True,True,2,1,True,True,643,643,True,True,5,5,292,90,0.3082191780821918,0.3082191780821918,4.639509600861782,140.43439526505983,140.43439526505983,140.43439526505983,0.0,0.0,0.0,140.43439526505983,140.43439526505983,1.9,6.55250788703459,,140.43439526505983
16640,Minicabster Limited (in administration),2011,https://www.crunchbase.com/organization/minicabster,United Kingdom,2.0,3,True,False,1,16.64292377912752,0.0,111.0,1,0.0,False,False,True,False,True,True,False,True,False,False,False,2.643957,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,,Angel,51.5589375,0.0689113,True,False,16.64292377912752,,3,False,False,False,13.0,False,False,False,False,False,False,0,0,False,False,1,0,False,False,639,639,True,True,5,5,0,0,0.0,0.0,12.126841141739938,16.64292377912752,16.64292377912752,16.64292377912752,0.0,0.0,0.0,0.0,0.0,1.9,6.803505257608338,,16.64292377912752
9368,Predemtec GmbH,2011,https://www.crunchbase.com/organization/predemtec-gmbh,Germany,1.0,3,True,True,1,470.71275977923585,0.0,659.0,1,9.0,False,True,False,False,False,False,False,True,False,False,False,0.0,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,,Seed,52.6375777,13.2057511,False,True,470.71275977923585,,3,False,True,False,125.0,False,False,False,False,False,False,0,0,False,False,1,0,False,False,173,173,True,True,3,3,1,1,1.0,1.0,19.206488434648072,470.71275977923585,470.71275977923585,470.71275977923585,0.0,0.0,0.0,0.0,0.0,1.9,6.55250788703459,,470.71275977923585
9372,Naymit,2011,https://www.crunchbase.com/organization/naymit,Germany,3.0,2,True,False,2,1483.0929897376368,0.0,684.0,1,2.0,False,True,True,False,False,False,True,False,False,False,False,0.054096,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,,Seed,48.1371079,11.5753822,False,True,1483.0929897376368,,2,False,True,False,52.0,False,False,False,False,False,False,0,0,False,False,0,0,False,False,129,129,True,True,2,2,29,9,0.3103448275862069,0.3103448275862069,0.0,1483.0929897376368,1483.0929897376368,1483.0929897376368,0.0,0.0,0.0,0.0,0.0,1.9,6.55250788703459,,1483.0929897376368
16654,Pwinty,2011,https://www.crunchbase.com/organization/pwinty,United Kingdom,2.0,3,False,False,1,243.69641406417912,0.0,1.0,1,4.0,False,False,False,False,False,True,False,True,False,False,False,0.208068,False,False,False,True,False,False,False,True,True,False,False,False,True,True,False,6.0,Seed,51.4816546,-3.1791934,False,True,243.69641406417912,,3,False,True,False,1.0,False,False,False,False,False,False,0,0,False,False,1,0,False,False,11,11,True,True,1,1,2,1,0.5,0.5,136.01441795305237,243.69641406417912,243.69641406417912,243.69641406417912,0.0,0.0,0.0,0.0,0.0,1.9,6.803505257608338,2017-07-05,243.69641406417912
4074,Ecochain Technologies,2011,https://www.crunchbase.com/organization/ecochain-technologies,The Netherlands,2.0,9,True,True,1,167.2919851118628,0.0,43.0,1,6.0,False,False,False,False,False,False,False,False,False,False,False,0.0,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,,Venture - Series Unknown,52.3730796,4.8924534,False,True,167.2919851118628,1.0,9,False,True,True,6.0,False,False,False,False,False,False,0,0,False,False,0,0,False,False,170,170,True,True,1,1,48,15,0.3125,0.3125,0.0,0.0,0.0,0.0,167.2919851118628,167.2919851118628,167.2919851118628,0.0,0.0,1.9,6.55250788703459,,167.2919851118628
4072,ValueBlue,2011,https://www.crunchbase.com/organization/valueblue,The Netherlands,1.0,8,False,True,1,35.062214289133536,0.0,51.0,1,19.0,False,False,True,False,False,False,False,True,False,False,False,2.2773,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,,Series B,52.0907006,5.1215634,True,False,35.062214289133536,1.0,8,True,False,False,13.0,False,False,False,False,False,False,0,0,False,False,1,1,True,True,196,196,True,True,1,1,7,1,0.1428571428571428,0.1428571428571428,35.06221428913341,0.0,0.0,0.0,35.062214289133536,35.062214289133536,35.062214289133536,0.0,0.0,1.9,6.2166061010848646,,35.062214289133536
16639,Publification Ltd,2011,https://www.crunchbase.com/organization/publification,United Kingdom,3.0,0,False,False,2,3772.585765903024,7225.998545486944,285.0,2,6.0,False,True,False,True,False,False,False,True,False,False,False,0.176274,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,,Seed,52.9851331,-2.2017111,False,True,223.17285912233297,,0,False,True,False,277.0,False,False,False,False,False,False,0,0,False,False,1,0,False,False,11,11,False,False,0,0,0,0,0.0,0.0,55.04574533744168,223.17285912233297,3772.585765903024,7321.998672683715,0.0,0.0,0.0,7225.998545486944,7225.998545486944,1.9,6.68586094706836,,7321.998672683715
9404,Streetspotr,2011,https://www.crunchbase.com/organization/streetspotr,Germany,3.0,3,False,True,2,186.82375325492657,0.0,144.0,1,66.0,False,True,False,False,False,False,False,True,False,False,False,0.0,False,False,True,True,False,False,False,True,False,False,True,True,False,False,False,,Seed,49.453872,11.077298,False,True,186.82375325492657,,3,False,True,False,50.0,False,False,False,False,False,False,0,0,False,False,2,0,False,False,4,4,False,False,0,0,3,0,0.0,0.0,150.89367535918473,186.82375325492657,186.82375325492657,186.82375325492657,0.0,0.0,0.0,0.0,0.0,1.9,6.55250788703459,,186.82375325492657
16669,R N Ventures,2011,https://www.crunchbase.com/organization/r-n-ventures,United Kingdom,2.0,5,True,False,1,181.87778986913827,0.0,3.0,1,4.0,False,False,False,False,False,False,False,True,False,False,False,0.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,,Seed,51.4893335,-0.1440551,False,True,181.87778986913827,1.0,5,False,True,True,0.0,False,False,False,False,False,False,0,0,False,False,1,1,True,False,643,643,True,True,5,5,292,90,0.3082191780821918,0.3082191780821918,4.639509600861782,0.0,0.0,0.0,181.87778986913827,181.87778986913827,181.87778986913827,0.0,0.0,1.9,6.803505257608338,,181.87778986913827
9421,Augmentation Industries,2011,https://www.crunchbase.com/organization/augmentation-industries,Germany,2.0,1,False,True,2,108.34453166453426,132.20508304133585,85.0,2,34.5,False,True,False,False,False,False,False,True,False,False,False,3.773224,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,,Seed,50.938361,6.959974,True,True,64.08004557154459,,1,False,True,False,28.5,False,False,False,False,False,False,0,0,False,False,4,0,False,False,54,54,False,False,0,0,18,7,0.3888888888888889,0.3888888888888889,183.2177169298696,64.08004557154459,108.34453166453426,152.60901775752393,0.0,0.0,0.0,0.0,198.30762456200375,1.9,6.398594934535208,,152.60901775752393
16672,DoNation,2011,https://www.crunchbase.com/organization/donation,United Kingdom,2.0,3,True,True,1,0.0,0.0,85.0,1,2.0,False,False,True,True,False,False,True,True,True,False,False,0.263469,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,,Seed,51.4893335,-0.1440551,True,False,0.0,,3,False,False,False,5.0,False,False,False,False,False,False,1,0,False,False,1,0,False,False,643,643,True,True,5,5,292,90,0.3082191780821918,0.3082191780821918,4.639509600861782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,6.803505257608338,,0.0
9453,Hojoki,2011,https://www.crunchbase.com/organization/hojoki,Germany,3.0,0,False,True,2,381.62367289103486,0.0,30.0,1,11.0,True,False,False,False,False,False,False,True,False,False,False,1.24,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,,Series A,50.8323531,12.918914,False,True,381.62367289103486,,0,False,True,False,5.0,False,False,False,False,False,False,0,0,False,False,2,0,False,False,0,0,False,False,0,0,3,1,0.3333333333333333,0.3333333333333333,138.1340254573817,381.62367289103486,381.62367289103486,381.62367289103486,0.0,0.0,0.0,0.0,0.0,1.9,6.55250788703459,,381.62367289103486
16679,OVIVO Mobile Communications,2011,https://www.crunchbase.com/organization/ovivo-mobile-communications,United Kingdom,1.0,2,True,False,2,250.94981200696188,0.0,815.0,1,3.0,False,False,False,False,False,False,False,True,False,False,False,0.861626,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,,Seed,51.4893335,-0.1440551,False,True,250.94981200696188,,2,False,True,False,37.0,False,False,False,False,False,False,0,0,False,False,2,0,False,False,643,643,True,True,5,5,292,90,0.3082191780821918,0.3082191780821918,4.639509600861782,250.94981200696188,250.94981200696188,250.94981200696188,0.0,0.0,0.0,0.0,0.0,1.9,6.55250788703459,,250.94981200696188
16503,GameAnalytics,2011,https://www.crunchbase.com/organization/gameanalytics,United Kingdom,3.0,2,True,True,1,4787.4544777264855,8783.078012371727,177.5,2,4.0,False,True,True,False,False,True,False,False,False,False,False,2.5,False,False,False,False,False,False,False,True,True,False,False,False,True,True,False,5.0,Series A,51.4893335,-0.1440551,False,True,958.1956178754964,,2,False,True,False,65.0,False,False,False,False,False,False,0,0,False,False,0,0,False,False,643,643,True,True,5,5,292,89,0.3047945205479452,0.3047945205479452,4.639509600861782,958.1956178754964,4787.4544777264855,8616.713337577476,0.0,0.0,0.0,8783.078012371727,8783.078012371727,1.9,6.55250788703459,2016-07-14,8616.713337577476
16636,GateMe,2011,https://www.crunchbase.com/organization/gateme,United Kingdom,4.0,1,True,False,1,892.7181318582552,1785.4362637165104,219.0,2,3.0,False,False,True,True,False,True,False,True,True,False,False,0.09,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,,Seed,51.4893335,-0.1440551,True,True,0.0,,1,False,True,False,37.0,False,False,False,False,False,False,1,0,False,False,1,0,False,False,643,643,True,True,5,5,292,90,0.3082191780821918,0.3082191780821918,4.639509600861782,0.0,892.7181318582552,1785.4362637165104,0.0,0.0,0.0,1785.4362637165104,1785.4362637165104,1.9,6.55250788703459,,1785.4362637165104
16631,Kykloud,2011,https://www.crunchbase.com/organization/kykloud,United Kingdom,2.0,0,False,True,5,0.0,0.0,285.0,1,7.8,False,True,False,False,False,False,False,True,True,False,False,1.924833,False,False,True,False,False,False,False,True,False,False,True,False,True,True,False,7.0,Seed,54.9647154,-1.6389635,True,False,0.0,,0,False,False,False,27.0,False,False,False,False,False,False,5,0,False,False,5,0,False,False,8,8,False,False,0,0,44,1,0.0227272727272727,0.0227272727272727,169.78397999681997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,6.68586094706836,2018-01-03,0.0
16588,Platter,2011,https://www.crunchbase.com/organization/platter,United Kingdom,1.0,1,True,False,2,1260.2051636283356,0.0,684.0,1,1.5,False,True,True,False,False,False,True,False,False,False,False,0.330313,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,,Seed,51.4893335,-0.1440551,False,True,1260.2051636283356,,1,False,True,False,52.0,False,False,False,False,False,False,0,0,False,False,0,0,False,False,643,643,True,True,5,5,292,90,0.3082191780821918,0.3082191780821918,4.639509600861782,1260.2051636283356,1260.2051636283356,1260.2051636283356,0.0,0.0,0.0,0.0,0.0,1.9,6.55250788703459,,1260.2051636283356
9294,doctape,2011,https://www.crunchbase.com/organization/doctape,Germany,1.0,1,False,False,2,248.53499232087077,0.0,25.0,1,4.0,False,False,True,False,False,True,False,True,False,False,False,0.0,False,False,False,False,False,False,False,True,True,False,False,False,True,True,False,3.0,Seed,52.3744779,9.7385532,False,True,248.53499232087077,,1,False,True,False,6.0,False,False,False,False,False,False,0,0,False,False,2,0,False,False,4,4,False,False,0,0,6,0,0.0,0.0,131.92295433817878,248.53499232087077,248.53499232087077,248.53499232087077,0.0,0.0,0.0,0.0,0.0,1.9,6.398594934535208,2014-09-12,248.53499232087077
9296,Ebee Smart Technologies,2011,https://www.crunchbase.com/organization/ebee-smart-technologies,Germany,1.0,3,True,True,2,650.1638269462001,0.0,230.0,1,4.0,False,False,True,True,False,False,False,False,False,False,False,0.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,,Seed,52.510885,13.3989367,False,True,650.1638269462001,,3,False,True,False,44.0,False,False,False,False,False,False,0,0,False,False,0,0,False,False,173,173,True,True,3,3,85,39,0.4588235294117647,0.4588235294117647,0.0,650.1638269462001,650.1638269462001,650.1638269462001,0.0,0.0,0.0,0.0,0.0,1.9,6.55250788703459,,650.1638269462001
16596,India Inc. Group,2011,https://www.crunchbase.com/organization/india-inc-group,United Kingdom,1.0,9,True,True,1,10856.912543700852,0.0,80.0,1,14.0,False,False,False,False,False,False,False,False,False,False,False,0.0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,,Seed,51.4893335,-0.1440551,False,True,10856.912543700852,,9,False,True,False,19.0,False,False,False,False,False,False,0,0,False,False,0,0,False,False,643,643,True,True,5,5,292,90,0.3082191780821918,0.3082191780821918,4.639509600861782,10856.912543700852,10856.912543700852,10856.912543700852,0.0,0.0,0.0,0.0,0.0,1.9,7.901377353792616,,10856.912543700852
16602,Combat Medical,2011,https://www.crunchbase.com/organization/combat-medical,United Kingdom,3.0,2,True,True,2,82.25276663828812,0.0,96.0,1,30.0,False,False,True,False,False,True,False,True,False,False,False,0.237155,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,,Seed,51.4893335,-0.1440551,True,False,82.25276663828812,,2,False,False,False,21.0,False,False,False,False,False,False,0,0,False,False,2,0,False,False,643,643,True,True,5,5,292,90,0.3082191780821918,0.3082191780821918,4.639509600861782,82.25276663828812,82.25276663828812,82.25276663828812,0.0,0.0,0.0,0.0,0.0,1.9,6.55250788703459,,82.25276663828812
9300,Loopcam,2011,https://www.crunchbase.com/organization/loopcam,Germany,3.0,1,True,False,2,0.0,0.0,18.0,1,1.0,False,False,True,False,False,True,False,True,True,False,False,0.0,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,,Seed,52.510885,13.3989367,True,False,0.0,,1,False,False,False,10.0,False,False,False,False,False,False,2,0,False,False,2,0,False,False,173,173,True,True,3,3,85,39,0.4588235294117647,0.4588235294117647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,6.398594934535208,,0.0
9321,Knowable,2011,https://www.crunchbase.com/organization/knowable,Germany,2.0,1,True,True,2,932.65776777123,0.0,422.0,1,5.0,False,False,True,True,False,True,False,False,False,False,False,0.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,,Seed,52.510885,13.3989367,False,True,932.65776777123,,1,False,True,False,74.0,False,False,False,False,False,False,0,0,False,False,0,0,False,False,173,173,True,True,3,3,85,39,0.4588235294117647,0.4588235294117647,0.0,932.65776777123,932.65776777123,932.65776777123,0.0,0.0,0.0,0.0,0.0,1.9,6.398594934535208,,932.65776777123
9348,vitabook,2011,https://www.crunchbase.com/organization/vitabook,Germany,1.0,1,False,False,2,586.1538673448152,0.0,44.0,1,2.0,False,False,True,False,False,False,False,True,False,False,False,0.0,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,,Seed,53.3084976,9.9579929,False,True,586.1538673448152,1.0,1,False,True,True,4.0,False,False,False,False,False,False,0,0,False,False,2,2,True,True,47,47,False,False,0,0,0,0,0.0,0.0,27.03987636444367,0.0,0.0,0.0,586.1538673448152,586.1538673448152,586.1538673448152,0.0,0.0,1.9,6.398594934535208,,586.1538673448152
16612,Love Home Swap,2011,https://www.crunchbase.com/organization/love-home-swap,United Kingdom,2.0,1,True,False,1,0.0,0.0,121.0,1,12.0,False,False,True,False,False,False,False,True,True,True,True,1.34006,False,False,False,True,False,False,False,True,False,False,False,True,True,True,False,12.0,Venture - Series Unknown,51.4893335,-0.1440551,True,False,0.0,1.0,1,True,False,False,29.0,False,False,False,False,False,False,1,1,True,True,1,1,True,True,643,643,True,True,5,5,292,89,0.3047945205479452,0.3047945205479452,4.639509600861782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,6.55250788703459,2023-03-02,0.0
16616,Unio,2011,https://www.crunchbase.com/organization/harness-handitouch,United Kingdom,1.0,1,True,True,1,7193.962414295025,0.0,135.0,1,3.0,False,False,False,False,False,False,False,False,False,False,False,0.0,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,,Series A,51.4893335,-0.1440551,False,True,7193.962414295025,1.0,1,False,True,True,8.0,False,False,False,False,False,False,0,0,False,False,0,0,False,False,643,643,True,True,5,5,292,90,0.3082191780821918,0.3082191780821918,4.639509600861782,0.0,0.0,0.0,7193.962414295025,7193.962414295025,7193.962414295025,0.0,0.0,1.9,6.55250788703459,,7193.962414295025
16617,Givey,2011,https://www.crunchbase.com/organization/givey,United Kingdom,2.0,0,True,False,4,177.34517945954252,221.68147432442817,204.55555555555551,3,9.8,False,True,True,False,False,True,False,True,True,False,False,1.606062,False,False,True,True,False,False,True,True,True,False,False,True,False,False,False,,Seed,51.4893335,-0.1440551,True,True,0.0,,0,False,True,False,26.8,False,False,False,False,False,False,5,0,False,False,9,0,False,False,643,643,True,True,5,5,292,90,0.3082191780821918,0.3082191780821918,4.639509600861782,0.0,177.34517945954252,399.0266537839707,0.0,0.0,0.0,0.0,399.0266537839707,1.9,6.68586094706836,,399.0266537839707
16624,Thrive,2011,https://www.crunchbase.com/organization/thrive-solo,United Kingdom,1.0,0,False,True,4,0.0,0.0,285.0,1,7.8,False,True,False,False,False,False,False,True,True,False,False,0.58719,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,,Seed,54.9647154,-1.6389635,True,False,0.0,,0,False,False,False,27.0,False,False,False,False,False,False,4,0,False,False,4,0,False,False,8,8,False,False,0,0,44,2,0.0454545454545454,0.0454545454545454,169.78397999681997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,6.68586094706836,,0.0
16628,Memo,2011,https://www.crunchbase.com/organization/memo-interactive,United Kingdom,1.0,5,True,False,2,9055.94297362524,10433.892138656833,276.0,2,5.5,False,True,False,True,False,False,False,False,False,False,False,0.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,Pre-Seed,51.4893335,-0.1440551,False,True,8616.713337577476,1.0,5,False,True,True,135.0,False,False,True,False,False,False,0,0,False,False,0,0,False,False,643,643,True,True,5,5,292,90,0.3082191780821918,0.3082191780821918,4.639509600861782,9495.172609673004,9495.172609673004,9495.172609673004,8616.713337577476,8616.713337577476,8616.713337577476,10433.892138656833,10433.892138656833,1.9,6.803505257608338,,9495.172609673004
4134,Marie-Stella-Maris,2011,https://www.crunchbase.com/organization/marie-stella-maris,The Netherlands,1.0,9,True,False,1,0.0,0.0,1.0,1,14.0,True,False,True,False,False,False,False,True,True,True,True,3.621242,False,False,True,True,False,True,False,False,False,True,False,True,False,False,False,,Series A,52.3730796,4.8924534,True,False,0.0,1.0,9,True,False,False,0.0,True,False,False,False,False,False,1,1,True,True,1,1,True,True,170,170,True,True,1,1,48,15,0.3125,0.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,6.55250788703459,,0.0
16630,Tizaro,2011,https://www.crunchbase.com/organization/tizaro,United Kingdom,1.0,1,True,True,1,0.0,0.0,72.0,1,0.0,False,False,True,False,False,True,False,True,True,False,False,0.0,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,3.0,Seed,51.4893335,-0.1440551,True,False,0.0,,1,False,False,False,15.0,False,False,False,False,False,False,1,0,False,False,1,0,False,False,643,643,True,True,5,5,292,89,0.3047945205479452,0.3047945205479452,4.639509600861782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,6.55250788703459,2014-08-01,0.0
16615,CaféPod,2011,https://www.crunchbase.com/organization/cafepod,United Kingdom,2.0,1,True,False,1,0.0,0.0,48.0,1,8.0,False,False,True,False,True,False,False,True,True,False,False,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,,Seed,51.4893335,-0.1440551,True,False,0.0,,1,False,False,False,7.0,False,False,False,False,False,False,1,0,False,False,1,0,False,False,643,643,True,True,5,5,292,90,0.3082191780821918,0.3082191780821918,4.639509600861782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,6.55250788703459,,0.0
9008,Versus,2011,https://www.crunchbase.com/organization/versus-io,Germany,2.0,1,True,True,1,477.19346920969457,0.0,659.0,1,7.0,False,True,False,False,False,False,False,True,False,False,False,1.95962,False,False,True,True,False,False,False,True,False,False,False,False,True,True,False,5.0,Series A,52.510885,13.3989367,False,True,477.19346920969457,,1,False,True,False,125.0,False,False,False,False,False,False,0,0,False,False,1,0,False,False,173,173,True,True,3,3,85,38,0.4470588235294118,0.4470588235294118,0.0,477.19346920969457,477.19346920969457,477.19346920969457,0.0,0.0,0.0,0.0,0.0,1.9,6.398594934535208,2016-07-20,477.19346920969457
