Company ID,organization_name,organization_name_url,founded_year,headquarters_country,latitude,longitude,number_of_founders,age,hub_binary,b2b_binary,total_seed_funding_m,number_seed_rounds,number_seed_investors,avg_seed_investor_distance,minimum_seed_vc_distance,avg_seed_investor_pairwise_distance,average_seed_investors_portfolio_organizations,avg_age_of_seed_investors,specific_vc_in_seed_binary,target_vc_in_seed_binary,hub_vc_in_seed_binary,accelerator_funding_binary,angel_group_funding_binary,micro_vc_funding_binary,corporate_vc_funding_binary,homecountry_investor_in_seed_binary,seed_investor_same_city,seed_lead_investor_same_city,seed_lead_investor_same_city,seed_lead_investor_same_city,seed_lead_investor_same_city,seed_lead_investor_same_city,seed_lead_investor_same_city,seed_lead_investor_same_city,seed_lead_investor_same_city,energy,materials,industrials,consumer_discretionary,consumer_staples,health_care,financials,information_technology,communication_services,utilities,real_estate,other,degree_global,betweenness_global,closeness_global,eigenvector_global,degree_homecountry,betweenness_homecountry,closeness_homecountry,eigenvector_homecountry,success,exit_binary,funding_success,years_to_exit,last_equity_funding_type,number_lead_seed_investors,years_to_seed,regional_seed_investor_binary,regional_seed_investor_binary,regional_lead_seed_investor_binary,overregional_seed_investor_binary,overregional_seed_investor_binary,overregional_seed_investor_binary,overregional_seed_investor_binary,overregional_lead_seed_investor_binary,avg_exits_of_seed_investors,specific_lead_vc_in_seed_binary,target_lead_vc_in_seed_binary,accelerator_lead_funding_binary,angel_group_lead_funding_binary,micro_vc_lead_funding_binary,corporate_vc_lead_funding_binary,number_seed_investors_same_city,number_seed_lead_investors_same_city,seed_lead_investor_same_city,seed_lead_investor_same_city,seed_lead_investor_same_city,seed_lead_investor_same_city,seed_lead_investor_same_city,seed_lead_investor_same_city,seed_lead_investor_same_city,seed_lead_investor_same_city,number_homecountry_investors,number_homecountry_lead_investors,homecountry_lead_investor,hub_lead_vc_in_seed_binary,vcs_within_50km,vcs_within_50km,top_university_count,top_university_count,top_university_ecosystem_binary,top_university_ecosystem_binary,founded_startups_in_environment,successful_startups_in_environment,share_successful_startups_in_environment,share_successful_startups_in_environment,distance_to_hub,minimum_seed_vc_distance_non_lead,avg_seed_vc_distance_non_lead,maximum_seed_vc_distance_non_lead,minimum_lead_seed_vc_distance,avg_lead_seed_vc_distance,maximum_lead_seed_vc_distance,min_seed_investor_pairwise_distance,max_seed_investor_pairwise_distance,gdp_growth_funding_year,investment_volume_first_seed_year,exit_date,max_seed_investor_distance,seed_investors_all_same_country,seed_investors_all_same_country_as_startup,seed_investors_all_same_city,earliest_seed_round_date,latest_seed_round_date,global_pca_component,homecountry_pca_component,european_investor,all_european_investor,global_investor,all_global_investor,us_investor,all_us_investor,dach_investor,all_dach_investor,has_seed_funding,has_venture___series_unknown_funding,has_grant_funding,has_private_equity_funding,has_secondary_market_funding,has_series_a_funding,has_debt_financing_funding,has_series_b_funding,has_angel_funding,has_series_c_funding,has_series_d_funding,has_series_e_funding,has_series_f_funding,has_corporate_round_funding,has_equity_crowdfunding_funding,has_post_ipo_equity_funding,has_convertible_note_funding,has_non_equity_assistance_funding,has_pre_seed_funding,has_funding_round_funding,has_product_crowdfunding_funding,has_series_g_funding,has_series_h_funding,has_post_ipo_secondary_funding,has_post_ipo_debt_funding,first_follow_on_date,follow_on,follow_on_after_1_year,follow_on_after_2_year,follow_on_after_3_year,follow_on_after_4_year,follow_on_after_5_year
8803,Hornetsecurity,https://www.crunchbase.com/organization/hornetsecurity,2007,Germany,52.3744779,9.7385532,2.0,0,False,True,0.0,2,2,173.8570222794317,131.9229543381784,246.79700610379135,241.66666666666663,6.7,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,0.02222038658516438,0.0,0.3371391969548761,0.0014064849737878136,0.1632390745501285,0.0,0.4124561737852451,0.06239572590993199,False,False,False,,Private Equity,,0,False,False,False,True,True,True,True,False,55.7,False,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,3,0,False,False,4,4,0,0,False,False,0,0,0.0,0.0,131.92295433817878,131.9229543381784,173.8570222794317,257.7251581619384,0.0,0.0,0.0,0.0,370.19550915568703,3.16,6.668863370699788,,257.7251581619384,True,True,False,2007-01-01,2007-01-01,1.3247968154827108,1.4815834133548333,True,True,False,False,False,False,True,True,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2008-01-04,True,False,True,True,True,True
9053,JobLeads,https://www.crunchbase.com/organization/jobleads,2007,Germany,53.550341,10.000654,1.0,4,True,False,0.0,1,1,370.19550915568703,370.19550915568703,0.0,659.0,6.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.02222038658516438,0.0,0.3371391969548761,0.001399083783599097,0.1632390745501285,0.0,0.4124561737852451,0.061892437501436595,False,False,False,,Seed,,4,False,False,False,True,True,True,True,False,125.0,False,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,1,0,False,False,48,48,1,1,True,True,2,0,0.0,0.0,0.0,370.19550915568703,370.19550915568703,370.19550915568703,0.0,0.0,0.0,0.0,0.0,3.16,6.55250788703459,,370.19550915568703,True,True,False,2011-05-17,2011-05-17,1.3243960360410074,1.474967122016319,True,True,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False
8772,Quentic,https://www.crunchbase.com/organization/ecointense,2007,Germany,52.510885,13.3989367,1.0,1,True,True,1.818,2,2,159.06448973656487,0.0,318.12897947312973,231.0,7.7,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,0.022385593920370064,2.2324064908468528e-05,0.3373668733166696,0.001407981137980792,0.16388174807197942,0.0003589979731554239,0.41393018870130666,0.062385093844474625,True,True,False,15.0,Private Equity,,1,True,True,False,True,True,True,True,False,43.0,False,False,False,False,False,False,2,0,False,False,False,False,False,False,False,False,3,0,False,False,173,173,3,3,True,True,8,3,0.375,0.375,0.0,0.0,159.06448973656487,477.19346920969457,0.0,0.0,0.0,0.0,477.19346920969457,3.16,6.922151159265869,2022-05-12,477.19346920969457,True,True,False,2008-02-01,2008-02-01,1.3543660191802094,1.5034716441291893,True,True,False,False,False,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False
9087,WinLocal,https://www.crunchbase.com/organization/winlocal,2007,Germany,50.1106444,8.6820917,1.0,1,False,True,0.0,2,1,422.6063394512177,422.6063394512177,0.0,29.0,9.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,0.0005782256732198909,0.0,0.2712090112689216,2.8163496094117884e-06,0.0019280205655526992,0.0,0.2724715827251116,2.7967806398254105e-06,False,False,False,,Venture - Series Unknown,,1,False,False,False,True,True,True,True,False,15.0,False,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,2,0,False,False,49,49,0,0,False,False,2,0,0.0,0.0,304.06814137426386,422.6063394512177,422.6063394512177,422.6063394512177,0.0,0.0,0.0,0.0,0.0,3.16,6.922151159265869,,422.6063394512177,True,True,False,2008-12-01,2008-12-01,-0.847847527745462,-0.6772879244167548,True,True,False,False,False,False,True,True,False,True,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2009-01-12,True,True,True,True,True,True
9062,MeinAuto,https://www.crunchbase.com/organization/meinauto,2007,Germany,50.938361,6.959974,1.0,0,False,False,0.0,2,1,455.84512501450354,455.84512501450354,0.0,241.0,7.0,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.0049562200561704935,0.0,0.32170570532588,0.00017312580764127392,0.03534704370179948,0.0,0.35638520862171247,0.0003422654685883268,False,False,False,,Private Equity,,0,False,False,False,True,True,True,True,False,92.0,False,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,2,0,False,False,54,54,0,0,False,False,3,1,0.3333333333333333,0.3333333333333333,183.2177169298696,455.84512501450354,455.84512501450354,455.84512501450354,0.0,0.0,0.0,0.0,0.0,3.16,6.668863370699788,,455.84512501450354,True,True,False,2007-11-19,2007-11-19,-0.14172754281487815,-0.18547491633925886,True,True,False,False,False,False,True,True,True,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2011-04-08,True,False,False,False,True,True
9105,sprylab,https://www.crunchbase.com/organization/sprylab,2007,Germany,52.510885,13.3989367,2.0,8,True,True,4.382658,2,1,0.0,0.0,0.0,51.0,91.0,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.0006608293408227325,0.0,0.2799035559420008,8.704520907940705e-06,0.005141388174807198,0.0,0.31373482413755777,0.00025611839225612494,False,False,False,,Seed,,8,True,True,False,False,False,False,False,False,12.0,False,False,False,False,False,False,2,0,False,False,False,False,False,False,False,False,2,0,False,False,173,173,3,3,True,True,8,4,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.16,6.803505257608338,,0.0,True,True,True,2015-03-23,2015-03-23,-0.777551437890837,-0.5001400026792706,True,True,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False
8934,Eyetronic Therapie,https://www.crunchbase.com/organization/ebs-technologies,2007,Germany,52.4009309,13.0591397,3.0,2,False,True,0.0,1,1,451.27020546198065,451.27020546198065,0.0,659.0,4.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,0.02222038658516438,0.0,0.3371391969548761,0.001399083783599097,0.1632390745501285,0.0,0.4124561737852451,0.061892437501436595,False,False,False,,Venture - Series Unknown,,2,False,False,False,True,True,True,True,False,125.0,False,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,1,0,False,False,173,173,0,0,False,False,1,0,0.0,0.0,26.06915368193726,451.27020546198065,451.27020546198065,451.27020546198065,0.0,0.0,0.0,0.0,0.0,3.16,6.55250788703459,,451.27020546198065,True,True,False,2009-03-04,2009-03-04,1.3243960360410074,1.474967122016319,True,True,False,False,False,False,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,2009-04-03,True,True,True,True,True,True
8944,Zedira GmbH,https://www.crunchbase.com/organization/zedira-gmbh,2007,Germany,49.8851869,8.6736295,2.0,3,False,True,0.0,1,1,146.22416869685122,146.22416869685122,0.0,659.0,5.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,0.02222038658516438,0.0,0.3371391969548761,0.001399083783599097,0.1632390745501285,0.0,0.4124561737852451,0.061892437501436595,False,False,False,,Seed,,3,False,False,False,True,True,True,True,False,125.0,False,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,1,0,False,False,56,56,0,0,False,False,1,0,0.0,0.0,279.35118588265993,146.22416869685122,146.22416869685122,146.22416869685122,0.0,0.0,0.0,0.0,0.0,3.16,6.398594934535208,,146.22416869685122,True,True,False,2010-05-18,2010-05-18,1.3243960360410074,1.474967122016319,True,True,False,False,False,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False
9017,InterNations GmbH,https://www.crunchbase.com/organization/internations-gmbh,2007,Germany,48.1371079,11.5753822,2.0,0,True,True,0.0,2,1,0.0,0.0,0.0,241.0,7.0,False,True,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,0.0049562200561704935,0.0,0.32170570532588,0.00017312580764127392,0.03534704370179948,0.0,0.35638520862171247,0.0003422654685883268,True,True,False,10.0,Series C,,0,True,True,False,False,False,False,False,False,92.0,False,False,False,False,False,False,2,0,False,False,False,False,False,False,False,False,2,0,False,False,129,129,2,2,True,True,5,1,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.16,6.668863370699788,2017-07-13,0.0,True,True,True,2007-11-13,2007-11-13,-0.14172754281487815,-0.18547491633925886,True,True,False,False,False,False,True,True,True,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2008-01-10,True,True,True,True,True,True
8964,NFON,https://www.crunchbase.com/organization/nfon,2007,Germany,48.1371079,11.5753822,1.0,1,True,True,0.0,1,1,433.53418694635695,433.53418694635695,0.0,659.0,3.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,0.02222038658516438,0.0,0.3371391969548761,0.001399083783599097,0.1632390745501285,0.0,0.4124561737852451,0.061892437501436595,True,True,False,11.0,Post-IPO Equity,1.0,1,False,False,False,True,True,True,True,True,125.0,False,True,False,False,False,False,0,0,False,False,False,False,False,False,False,False,1,1,True,False,129,129,2,2,True,True,5,1,0.2,0.2,0.0,0.0,0.0,0.0,433.53418694635695,433.53418694635695,433.53418694635695,0.0,0.0,3.16,6.922151159265869,2018-05-11,433.53418694635695,True,True,False,2008-07-28,2008-07-28,1.3243960360410074,1.474967122016319,True,True,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,2009-12-08,True,False,True,True,True,True
