orig_idx,Company ID,organization_name,organization_name_url,founded_year,headquarters_country,latitude,longitude,number_of_founders,age,hub_binary,b2b_binary,total_seed_funding_m,number_seed_rounds,number_seed_investors,avg_seed_investor_distance,minimum_seed_vc_distance,avg_seed_investor_pairwise_distance,average_seed_investors_portfolio_organizations,avg_age_of_seed_investors,specific_vc_in_seed_binary,target_vc_in_seed_binary,hub_vc_in_seed_binary,accelerator_funding_binary,angel_group_funding_binary,micro_vc_funding_binary,corporate_vc_funding_binary,homecountry_investor_in_seed_binary,seed_investor_same_city,seed_lead_investor_same_city,energy,materials,industrials,consumer_discretionary,consumer_staples,health_care,financials,information_technology,communication_services,utilities,real_estate,other,degree_global,betweenness_global,closeness_global,eigenvector_global,degree_homecountry,betweenness_homecountry,closeness_homecountry,eigenvector_homecountry,success,exit_binary,funding_success,years_to_exit,last_equity_funding_type,seed_investors_all_same_country,seed_investors_all_same_city,earliest_seed_round_date,latest_seed_round_date,global_pca_component,homecountry_pca_component,european_investor,all_european_investor,dach_investor,all_dach_investor,has_seed_funding,has_venture___series_unknown_funding,has_grant_funding,has_private_equity_funding,has_secondary_market_funding,has_series_a_funding,has_debt_financing_funding,has_series_b_funding,has_angel_funding,has_series_c_funding,has_series_d_funding,has_series_e_funding,has_series_f_funding,has_corporate_round_funding,has_equity_crowdfunding_funding,has_post_ipo_equity_funding,has_convertible_note_funding,has_non_equity_assistance_funding,has_pre_seed_funding,has_funding_round_funding,has_product_crowdfunding_funding,has_series_g_funding,has_series_h_funding,has_post_ipo_secondary_funding,has_post_ipo_debt_funding,has_initial_coin_offering_funding,log_years_to_exit,closeness_homecountry_zero,closeness_homecountry_positive,closeness_global_zero,closeness_global_positive
4,9318,eZelleron,https://www.crunchbase.com/organization/ezelleron,2007,Germany,51.0493286,13.7381437,1.0,2,False,True,7.066804,2,3,0.2982278091136018,0.0,321.55762291504556,66.0,6.3,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,0.0047926802701328,9.356312019516122e-05,0.3120705224951648,0.0001838800199014,0.0282800185442744,0.0007586145225167,0.3282634315518429,0.0031830686120538,True,True,False,11.0,Series B,True,False,2009-12-10,2009-12-10,-0.281241300808397,0.09718687111274137,True,True,True,True,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,2.3978952727983707,0,0.3282634315518429,0,0.3120705224951648
6,9304,SCHAD,https://www.crunchbase.com/organization/schad,2007,Germany,51.1776603,14.4248884,1.0,1,False,True,0.0,1,1,0.5150206955303775,0.5150206955303775,0.0,659.0,3.0,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,0.0230193885701837,0.0,0.3460667996352872,0.0014589604635191,0.1353732035234121,0.0,0.4117189630058698,0.0576198790148201,False,False,False,,Series A,True,False,2008-09-18,2008-09-18,1.1872511974737516,3.6938882419294674,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,0,0.4117189630058698,0,0.3460667996352872
9,9341,Secusmart,https://www.crunchbase.com/organization/secusmart,2007,Germany,51.2254018,6.7763137,1.0,0,False,True,0.0,2,1,0.4468811651734495,0.0,0.0,108.0,2.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.0019606419286907,7.771176866276165e-07,0.316643569675805,2.1886624840416302e-05,0.0088085303662494,0.0,0.3164283975264951,0.0002277112459619,True,True,False,7.0,Series A,True,False,2007-11-30,2007-11-30,-0.5557221036001856,-0.4983485229618712,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.9459101490553132,0,0.3164283975264951,0,0.316643569675805
10,9345,twidox,https://www.crunchbase.com/organization/twidox,2007,Germany,50.0820384,8.2416556,3.0,1,False,True,0.0,2,1,0.13145243950112317,0.13145243950112317,0.0,36.0,8.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,0.0007261636772928,0.0,0.2700065019255627,3.942045968347997e-06,0.0041724617524339,0.0,0.3074524723745132,0.0002062990984013,False,False,False,,Seed,True,False,2008-01-01,2008-01-01,-0.960558074851299,-0.625885736171621,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,0,0.3074524723745132,0,0.2700065019255627
17,9254,TunHub,https://www.crunchbase.com/organization/tunhub,2007,Germany,52.510885,13.3989367,1.0,9,True,True,0.0,2,1,6.385086074905369,6.385086074905369,0.0,362.0,5.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,0.00101662914821,0.0,0.2847542587184535,6.562636927035522e-06,0.0,0.0,0.0,9.312664934062519e-22,False,False,False,,Seed,True,False,2016-07-08,2016-07-08,-0.8399354541235293,-2.0440701450987837,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,1,0.0,0,0.2847542587184535
27,9480,Pharetis,https://www.crunchbase.com/organization/pharetis,2007,Germany,51.3406321,12.3747329,2.0,1,False,True,0.0,2,1,0.0,0.0,0.0,99.0,0.0,False,False,False,False,False,False,False,True,True,False,False,False,True,True,False,False,False,True,False,False,False,True,0.0037760511219228,2.5914499077623036e-08,0.304375913446627,0.0001710301317165,0.0231803430690774,0.0,0.3260032376038506,0.0025914237882065,False,False,False,,Seed,True,True,2008-08-01,2008-08-01,-0.5054997122187642,-0.12716052092746818,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,0,0.3260032376038506,0,0.304375913446627
31,9509,Immunservice GmbH,https://www.crunchbase.com/organization/immunservice-gmbh,2007,Germany,53.550341,10.000654,1.0,1,True,True,0.0,1,1,0.37019550915568705,0.37019550915568705,0.0,659.0,3.0,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,True,0.0230193885701837,0.0,0.3460667996352872,0.0014589604635191,0.1353732035234121,0.0,0.4117189630058698,0.0576198790148201,False,False,False,,Series C,True,False,2008-01-21,2008-01-21,1.1872511974737516,3.6938882419294674,True,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,0,0.4117189630058698,0,0.3460667996352872
37,9467,stickapps,https://www.crunchbase.com/organization/toksta,2007,Germany,52.510885,13.3989367,1.0,1,True,True,0.0,2,1,0.9326577677712301,0.9326577677712301,0.0,422.0,1.0,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,0.0169196136809236,0.0,0.362397173799743,0.0011254475697842,0.0092721372276309,0.0,0.3355486513121319,0.0004298914617582,True,True,False,4.0,Seed,True,False,2008-09-01,2008-09-01,0.8552304888484868,-0.4017406510913536,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.3862943611198906,0,0.3355486513121319,0,0.362397173799743
40,9409,Protectimmun GmbH,https://www.crunchbase.com/organization/protectimmun-gmbh-2,2007,Germany,51.4818111,7.2196635,3.0,4,False,True,0.0,2,3,0.10701510381683449,0.04196129411597311,111.2624749145837,207.0,30.8,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,0.0254157287052501,0.0003812476129755,0.3513093849243572,0.0014806232547026,0.148817802503477,0.0038209471121026,0.4229459022885875,0.0584982132336235,False,False,False,,Seed,True,False,2011-05-04,2011-05-04,1.800241427709794,4.540297589629417,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,0,0.4229459022885875,0,0.3513093849243572
42,9417,Microstim,https://www.crunchbase.com/organization/microstim,2007,Germany,51.6453723,6.3805449,1.0,2,False,True,1.28,1,1,0.11301406726076203,0.11301406726076203,0.0,659.0,4.0,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,0.0230193885701837,0.0,0.3460667996352872,0.0014589604635191,0.1353732035234121,0.0,0.4117189630058698,0.0576198790148201,False,False,False,,Venture - Series Unknown,True,False,2009-02-05,2009-02-05,1.1872511974737516,3.6938882419294674,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,0,0.4117189630058698,0,0.3460667996352872
49,8824,Rocket Internet,https://www.crunchbase.com/organization/rocket-internet,2007,Germany,52.510885,13.3989367,11.0,0,True,True,1.315192,2,1,0.0,0.0,0.0,698.0,0.0,False,False,True,False,False,False,False,True,True,True,False,False,False,False,False,False,True,True,False,False,False,False,0.0079151840824921,0.0,0.3413637915809424,8.526493070794332e-05,0.0190078813166434,0.0,0.3359245459924666,3.612741752847661e-05,True,True,True,7.0,Post-IPO Equity,True,True,2007-01-01,2007-01-01,0.03047441239849274,-0.22457046222443564,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1.9459101490553132,0,0.3359245459924666,0,0.3413637915809424
51,8803,Hornetsecurity,https://www.crunchbase.com/organization/hornetsecurity,2007,Germany,52.3744779,9.7385532,2.0,0,False,True,0.0,2,2,0.1738570222794317,0.1319229543381784,246.79700610379135,241.66666666666663,6.7,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,0.0230193885701837,0.0,0.3460667996352872,0.0014659881519126,0.1353732035234121,0.0,0.4117189630058698,0.0580289145323355,False,False,False,,Private Equity,True,False,2007-01-01,2007-01-01,1.1876093918953141,3.7036822831676366,True,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,0,0.4117189630058698,0,0.3460667996352872
52,9053,JobLeads,https://www.crunchbase.com/organization/jobleads,2007,Germany,53.550341,10.000654,1.0,4,True,False,0.0,1,1,0.37019550915568705,0.37019550915568705,0.0,659.0,6.0,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.0230193885701837,0.0,0.3460667996352872,0.0014589604635191,0.1353732035234121,0.0,0.4117189630058698,0.0576198790148201,False,False,False,,Seed,True,False,2011-05-17,2011-05-17,1.1872511974737516,3.6938882419294674,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,0,0.4117189630058698,0,0.3460667996352872
55,8772,Quentic,https://www.crunchbase.com/organization/ecointense,2007,Germany,52.510885,13.3989367,1.0,1,True,True,1.818,2,2,0.15906448973656487,0.0,318.12897947312973,231.0,7.7,False,True,True,False,True,True,False,True,True,False,False,False,False,True,False,False,False,True,False,True,False,False,0.023600319512018,0.0001234289191121,0.3463159743756844,0.0014673747270615,0.1376912378303199,0.0005694448025912,0.4121905769382935,0.0580334995889048,True,True,False,15.0,Private Equity,True,False,2008-02-01,2008-02-01,1.3623291401879845,3.8275591702014613,True,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.70805020110221,0,0.4121905769382935,0,0.3463159743756844
58,9087,WinLocal,https://www.crunchbase.com/organization/winlocal,2007,Germany,50.1106444,8.6820917,1.0,1,False,True,0.0,2,1,0.4226063394512177,0.4226063394512177,0.0,29.0,9.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,0.0005809309418342,0.0,0.2788957719077783,2.531021792148947e-06,0.0018544274455261,0.0,0.2828060151423532,3.6503988335508705e-06,False,False,False,,Venture - Series Unknown,True,False,2008-12-01,2008-12-01,-0.9103738006992999,-0.7817138137963674,True,True,True,True,False,True,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,0,0.2828060151423532,0,0.2788957719077783
60,9062,MeinAuto,https://www.crunchbase.com/organization/meinauto,2007,Germany,50.938361,6.959974,1.0,0,False,False,0.0,2,1,0.4558451250145035,0.4558451250145035,0.0,241.0,7.0,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.0052283784765086,0.0,0.3315251384436278,0.0001605266183533,0.0292072322670375,0.0,0.3623790268551161,0.0002788768839406,False,False,False,,Private Equity,True,False,2007-11-19,2007-11-19,-0.220172529157822,0.08979814528666828,True,True,True,True,True,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,0,0.3623790268551161,0,0.3315251384436278
61,9105,sprylab,https://www.crunchbase.com/organization/sprylab,2007,Germany,52.510885,13.3989367,2.0,8,True,True,4.382658,2,1,0.0,0.0,0.0,51.0,91.0,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,0.0007987800450221,0.0,0.2897802682832487,1.036324451722233e-05,0.005099675475197,0.0,0.3173213171667815,0.0002088449337636,False,False,False,,Seed,True,True,2015-03-23,2015-03-23,-0.820805833855355,-0.56538992975693,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,0,0.3173213171667815,0,0.2897802682832487
65,8934,Eyetronic Therapie,https://www.crunchbase.com/organization/ebs-technologies,2007,Germany,52.4009309,13.0591397,3.0,2,False,True,0.0,1,1,0.45127020546198066,0.45127020546198066,0.0,659.0,4.0,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,0.0230193885701837,0.0,0.3460667996352872,0.0014589604635191,0.1353732035234121,0.0,0.4117189630058698,0.0576198790148201,False,False,False,,Venture - Series Unknown,True,False,2009-03-04,2009-03-04,1.1872511974737516,3.6938882419294674,True,True,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,,0,0.4117189630058698,0,0.3460667996352872
66,8944,Zedira GmbH,https://www.crunchbase.com/organization/zedira-gmbh,2007,Germany,49.8851869,8.6736295,2.0,3,False,True,0.0,1,1,0.14622416869685123,0.14622416869685123,0.0,659.0,5.0,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,0.0230193885701837,0.0,0.3460667996352872,0.0014589604635191,0.1353732035234121,0.0,0.4117189630058698,0.0576198790148201,False,False,False,,Seed,True,False,2010-05-18,2010-05-18,1.1872511974737516,3.6938882419294674,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,0,0.4117189630058698,0,0.3460667996352872
67,9017,InterNations GmbH,https://www.crunchbase.com/organization/internations-gmbh,2007,Germany,48.1371079,11.5753822,2.0,0,True,True,0.0,2,1,0.0,0.0,0.0,241.0,7.0,False,True,True,False,False,False,False,True,True,False,False,False,False,True,False,False,False,True,True,False,False,False,0.0052283784765086,0.0,0.3315251384436278,0.0001605266183533,0.0292072322670375,0.0,0.3623790268551161,0.0002788768839406,True,True,False,10.0,Series C,True,True,2007-11-13,2007-11-13,-0.220172529157822,0.08979814528666828,True,True,True,True,True,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.302585092994046,0,0.3623790268551161,0,0.3315251384436278
69,8964,NFON,https://www.crunchbase.com/organization/nfon,2007,Germany,48.1371079,11.5753822,1.0,1,True,True,0.0,1,1,0.433534186946357,0.0,0.0,659.0,3.0,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,0.0230193885701837,0.0,0.3460667996352872,0.0014589604635191,0.1353732035234121,0.0,0.4117189630058698,0.0576198790148201,True,True,False,11.0,Post-IPO Equity,True,False,2008-07-28,2008-07-28,1.1872511974737516,3.6938882419294674,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,2.3978952727983707,0,0.4117189630058698,0,0.3460667996352872
71,8995,Biametrics,https://www.crunchbase.com/organization/biametrics-gmbh,2007,Germany,48.5203263,9.053596,2.0,3,False,True,0.163488,1,1,0.2835391125009506,0.2835391125009506,0.0,659.0,5.0,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,0.0230193885701837,0.0,0.3460667996352872,0.0014589604635191,0.1353732035234121,0.0,0.4117189630058698,0.0576198790148201,False,False,False,,Series A,True,False,2010-09-30,2010-09-30,1.1872511974737516,3.6938882419294674,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,0,0.4117189630058698,0,0.3460667996352872
73,8843,Cuculus,https://www.crunchbase.com/organization/cuculus,2007,Germany,50.6867695,10.9142385,2.0,0,False,True,0.0,1,1,0.2684199115657037,0.2684199115657037,0.0,659.0,2.0,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,0.0230193885701837,0.0,0.3460667996352872,0.0014589604635191,0.1353732035234121,0.0,0.4117189630058698,0.0576198790148201,False,False,False,,Venture - Series Unknown,True,False,2007-06-22,2007-06-22,1.1872511974737516,3.6938882419294674,True,True,True,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,0,0.4117189630058698,0,0.3460667996352872
74,8853,InflaRx,https://www.crunchbase.com/organization/inflarx,2007,Germany,50.9281717,11.5879359,2.0,1,False,True,0.0,2,2,0.24625589254110253,0.03955754311369831,293.0181896839201,26.0,5.5,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.0015975600900442,0.0,0.2720769043831847,7.375667843803403e-07,0.0097357440890125,0.0,0.267779709530533,1.3351754269219143e-05,True,True,True,10.0,Post-IPO Equity,False,False,2008-03-18,2008-03-18,-0.8857997625898433,-0.6969418583641529,True,True,True,True,True,False,True,False,False,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,2.302585092994046,0,0.267779709530533,0,0.2720769043831847
75,9108,Armedangels,https://www.crunchbase.com/organization/armedangels,2007,Germany,50.938361,6.959974,2.0,0,False,False,0.0,4,3,0.36855201332729465,0.15260901775752392,225.39004770731609,116.66666666666669,8.7,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,0.0061723912569893,0.000100395700231,0.3433584348557398,0.0001610037121601,0.0227167362076958,0.000437402957487,0.3657678122251781,0.0002638865810653,False,False,False,,Seed,True,False,2007-05-01,2014-08-07,0.03386081315057816,0.04049912871159799,True,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,0,0.3657678122251781,0,0.3433584348557398
78,9188,Yasni,https://www.crunchbase.com/organization/yasni,2007,Germany,50.1106444,8.6820917,1.0,1,False,False,0.0,2,2,0.22851782808422452,0.15260901775752392,275.06991287480963,72.0,5.5,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,0.0026868056059835,0.0001603406445125,0.3187575838372595,2.5769630992936287e-05,0.0129809921186833,0.0003353368251885,0.3248847721805076,0.0004325521626627,False,False,False,,Seed,False,False,2008-06-19,2008-06-19,-0.31930498927072226,-0.3317363988574238,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,0,0.3248847721805076,0,0.3187575838372595
82,8734,SoundCloud,https://www.crunchbase.com/organization/soundcloud,2007,Germany,52.510885,13.3989367,2.0,2,True,False,0.0,2,2,3.202388098269455,6.4047761965389105,4269.850797692608,73.5,7.5,False,False,True,False,False,False,False,True,True,True,False,False,False,False,False,False,False,True,True,False,False,False,0.0068259385665529,4.052327966038267e-05,0.3298745865452598,4.778544448079278e-05,0.0352341214649976,0.0,0.3653963989308796,0.0003331138875551,True,False,True,,Corporate Round,False,False,2009-03-18,2009-03-18,-0.08210336899216743,0.21869233924338288,True,False,True,False,True,False,False,False,False,True,True,True,False,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,,0,0.3653963989308796,0,0.3298745865452598
83,9218,rapidrabbit,https://www.crunchbase.com/organization/rapidrabbit,2007,Germany,54.095791,13.3815238,1.0,2,False,False,1.32592,1,1,0.5661747012832167,0.5661747012832167,0.0,659.0,4.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.0230193885701837,0.0,0.3460667996352872,0.0014589604635191,0.1353732035234121,0.0,0.4117189630058698,0.0576198790148201,False,False,False,,Seed,True,False,2009-04-08,2009-04-08,1.1872511974737516,3.6938882419294674,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,0,0.4117189630058698,0,0.3460667996352872
88,8749,Babbel,https://www.crunchbase.com/organization/babbel,2007,Germany,52.510885,13.3989367,4.0,1,True,False,0.0,2,2,0.26221373011336746,0.0,349.6183068178232,40.5,46.0,True,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,0.0013797109868564,5.566252822944085e-05,0.2929903150237747,1.0586909135345744e-05,0.0078813166434863,0.0002096709616873,0.3239488419761705,0.0002164818533625,False,False,False,,Series C,True,False,2008-07-28,2008-07-28,-0.6987120077022606,-0.45500139396851236,True,True,True,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,0,0.3239488419761705,0,0.2929903150237747
91,9134,Zimory,https://www.crunchbase.com/organization/zimory,2007,Germany,52.510885,13.3989367,1.0,1,True,True,0.0,1,1,0.4771934692096946,0.4771934692096946,0.0,659.0,3.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.0230193885701837,0.0,0.3460667996352872,0.0014589604635191,0.1353732035234121,0.0,0.4117189630058698,0.0576198790148201,False,False,False,,Venture - Series Unknown,True,False,2008-03-10,2008-03-10,1.1872511974737516,3.6938882419294674,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,0,0.4117189630058698,0,0.3460667996352872
92,9135,CargoGuard,https://www.crunchbase.com/organization/cargoguard,2007,Germany,48.1371079,11.5753822,1.0,1,True,True,0.0,1,1,0.433534186946357,0.433534186946357,0.0,659.0,3.0,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,0.0230193885701837,0.0,0.3460667996352872,0.0014589604635191,0.1353732035234121,0.0,0.4117189630058698,0.0576198790148201,False,False,False,,Venture - Series Unknown,True,False,2008-12-17,2008-12-17,1.1872511974737516,3.6938882419294674,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,0,0.4117189630058698,0,0.3460667996352872
94,9141,Hitmeister,https://www.crunchbase.com/organization/hitmeister,2007,Germany,50.938361,6.959974,1.0,0,False,False,0.0,2,1,6.054151482928915,6.054151482928915,0.0,787.0,6.0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,0.0002178491031878,0.0,0.2820945069752756,9.255192608768489e-06,0.0,0.0,0.0,9.312664934062519e-22,True,True,False,9.0,Venture - Series Unknown,True,False,2007-11-01,2007-11-01,-0.9136530368107791,-2.0440701450987837,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.1972245773362196,1,0.0,0,0.2820945069752756
95,9159,excentos,https://www.crunchbase.com/organization/excentos,2007,Germany,52.4009309,13.0591397,1.0,0,False,True,0.0,1,1,0.45127020546198066,0.45127020546198066,0.0,659.0,2.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.0230193885701837,0.0,0.3460667996352872,0.0014589604635191,0.1353732035234121,0.0,0.4117189630058698,0.0576198790148201,False,False,False,,Series A,True,False,2007-02-06,2007-02-06,1.1872511974737516,3.6938882419294674,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,0,0.4117189630058698,0,0.3460667996352872
97,9243,HAPILA GmbH,https://www.crunchbase.com/organization/hapila-gmbh,2007,Germany,50.8765528,12.0832674,1.0,1,False,True,0.0,1,1,0.35028473829928786,0.35028473829928786,0.0,659.0,3.0,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,0.0230193885701837,0.0,0.3460667996352872,0.0014589604635191,0.1353732035234121,0.0,0.4117189630058698,0.0576198790148201,False,False,False,,Seed,True,False,2008-09-23,2008-09-23,1.1872511974737516,3.6938882419294674,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,0,0.4117189630058698,0,0.3460667996352872
116,9184,navabi,https://www.crunchbase.com/organization/navabi,2008,Germany,50.776351,6.083862,2.0,2,False,False,7.29516,4,2,0.15698058361353598,0.06408004557154459,215.1657345676684,74.33333333333333,7.0,False,True,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,0.0023237237673371,4.791272607565042e-05,0.309276082951031,1.3152970000274471e-05,0.0013908205841446,6.750335509193347e-06,0.2872763640963837,0.0001962331763595,True,True,False,13.0,Series F,False,False,2010-08-01,2011-12-09,-0.5303136635095862,-0.7655937786977529,True,True,True,False,True,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,2.5649493574615367,0,0.2872763640963837,0,0.309276082951031
117,8919,AutoAid,https://www.crunchbase.com/organization/autoaid,2008,Germany,52.510885,13.3989367,1.0,1,True,True,1.598372,2,3,0.3361258633771815,0.0,364.8946189862274,164.2,6.4,False,True,True,False,True,True,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,0.0255609614407087,0.0005975256011136,0.356488037637975,0.0017396708761206,0.1409364858599907,0.0044457628328961,0.416580659489616,0.0580471508768955,False,False,False,,Seed,False,False,2009-10-01,2009-10-01,2.0907478250986617,4.437378455335095,True,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,0,0.416580659489616,0,0.356488037637975
125,8942,jobvalley,https://www.crunchbase.com/organization/studitemps,2008,Germany,50.938361,6.959974,2.0,0,False,True,0.0,2,1,0.4558451250145035,0.4558451250145035,0.0,241.0,8.0,False,True,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,0.0052283784765086,0.0,0.3315251384436278,0.0001605266183533,0.0292072322670375,0.0,0.3623790268551161,0.0002788768839406,False,False,False,,Venture - Series Unknown,True,False,2008-05-30,2008-05-30,-0.220172529157822,0.08979814528666828,True,True,True,True,True,True,False,False,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,0,0.3623790268551161,0,0.3315251384436278
127,8880,Xentral,https://www.crunchbase.com/organization/xentral,2008,Germany,48.3690341,10.8979522,2.0,10,False,True,0.0,2,1,0.3796370354109936,0.3796370354109936,0.0,31.0,1.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,0.0014523273545857,0.0,0.270450721044479,4.7688902286638704e-06,0.0078813166434863,0.0,0.2977348780962521,0.0002089648706287,True,False,True,,Series B,True,False,2018-08-19,2018-08-19,-0.9067858342758627,-0.5975206827592026,True,True,True,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,0,0.2977348780962521,0,0.270450721044479
