company_id,organization_name,organization_name_url,headquarters_country,latitude,longitude,founded_year,number_of_founders,b2b_binary,hub_binary,energy,materials,industrials,consumer_discretionary,consumer_staples,health_care,financials,information_technology,communication_services,utilities,real_estate,other,age,number_seed_rounds,number_seed_investors,follow_on_investor_in_seed_binary,mixed_syndicate,one_seed_investor_binary,pre_seed_binary,single_lead_investor,number_lead_seed_investors,lead_investor_in_seed,total_seed_funding_m,low_seed_financing_binary,earliest_seed_round_date,latest_seed_round_date,last_equity_funding_type,year_first_round,average_seed_investors_portfolio_organizations,regional_seed_investor_binary,regional_lead_seed_investor_binary,overregional_seed_investor_binary,overregional_lead_seed_investor_binary,avg_age_of_seed_investors,avg_exits_of_seed_investors,specific_vc_in_seed_binary,specific_lead_vc_in_seed_binary,target_vc_in_seed_binary,target_lead_vc_in_seed_binary,accelerator_funding_binary,accelerator_lead_funding_binary,angel_group_funding_binary,angel_investor_in_seed_binary,regional_angel_investor_in_seed,angel_group_lead_funding_binary,micro_vc_funding_binary,micro_vc_lead_funding_binary,corporate_vc_funding_binary,corporate_vc_lead_funding_binary,number_seed_investors_same_city,number_seed_lead_investors_same_city,seed_investor_same_city,seed_lead_investor_same_city,seed_investors_all_same_city,seed_investor_same_city_100,seed_lead_investor_same_city_100,seed_investor_same_city_70,seed_lead_investor_same_city_70,seed_investor_same_city_50,seed_lead_investor_same_city_50,seed_investor_same_city_40,seed_lead_investor_same_city_40,seed_investor_same_city_30,seed_lead_investor_same_city_30,seed_investor_same_city_20,seed_lead_investor_same_city_20,seed_investor_same_city_10,seed_lead_investor_same_city_10,seed_investor_same_city_5,seed_lead_investor_same_city_5,number_homecountry_investors,number_homecountry_lead_investors,homecountry_investor_in_seed_binary,homecountry_lead_investor,all_homecountry_investors_in_seed_binary,hub_vc_in_seed_binary,hub_lead_vc_in_seed_binary,global_investor,all_global_investor,us_investor,all_us_investor,dach_investor,all_dach_investor,european_investor,all_european_investor,vcs_within_50km,top_university_count,top_university_ecosystem_binary,founded_startups_in_environment,successful_startups_in_environment,share_successful_startups_in_environment,log_share_successful_startups_in_environment,distance_to_hub,avg_seed_investor_distance,minimum_seed_vc_distance,max_seed_investor_distance,minimum_seed_vc_distance_non_lead,avg_seed_vc_distance_non_lead,maximum_seed_vc_distance_non_lead,minimum_lead_seed_vc_distance,avg_lead_seed_vc_distance,maximum_lead_seed_vc_distance,avg_seed_investor_pairwise_distance,min_seed_investor_pairwise_distance,max_seed_investor_pairwise_distance,local_portfolio,local_coinv,local_network_score,high_local_net_median,high_local_net_top20,high_portfolio_top20,high_coinv_top20,in_peer_top10_20km,in_coinv_peer_top20_30km,in_portfolio_peer_top20_30km,gdp_growth_founding_year,investment_volume_first_seed_year,exit_binary,funding_success,post_seed_funding,exit_funding_success,exit_round_success,success,exit_date,years_to_exit,peer_coinv_top20_threshold,peer_portfolio_top20_threshold
17335,Dopplr,https://www.crunchbase.com/organization/dopplr,United Kingdom,51.4893335,-0.1440551,2007,5.0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,0,2,6,False,False,False,False,False,0.0,False,0.0,True,2007-01-01,2007-09-01,Angel,2007,77.5,True,,True,,2.0,24.8,False,,True,,False,,False,True,False,,True,,False,,1,0,True,,False,True,,True,,True,,True,,True,,True,,True,False,True,False,1,,True,,False,True,,True,True,True,False,False,False,True,False,1939,5,True,24,8,0.3333333333333333,0.2876820724517809,0.004639509600861782,3.8119942431691234,0.0,8.616713337577476,0.0,3.8119942431691234,8.616713337577476,0.0,0.0,0.0,5.171138723444427,0.6375234934784263,9.317949245001227,0.0,0.0,0.0,0,0,0,0,0,0,0,3.16,7.313886831633462,True,False,False,True,True,True,2009-09-23,2.0,45.0,65.0
17714,PVC Recycling,https://www.crunchbase.com/organization/pvc-recycling,United Kingdom,53.4840214,-2.0562536,2007,2.0,True,True,False,False,True,False,False,False,False,False,False,True,False,True,6,1,2,False,False,False,False,False,0.0,False,0.807199,True,2013-10-03,2013-10-03,Seed,2013,43.0,True,,False,,5.0,5.5,True,,False,,False,,False,False,False,,False,,False,,0,0,False,,False,True,,True,,True,,True,,False,,False,,False,False,False,False,2,,True,,True,False,,False,False,False,False,False,False,True,True,79,1,True,0,0,0.0,0.0,0.012507049324289652,0.03714431064396719,0.03714431064396719,0.03714431064396719,0.03714431064396719,0.03714431064396719,0.03714431064396719,0.0,0.0,0.0,0.0,0.0,0.0,11.0,7.0,0.3689397160931508,1,0,0,0,1,1,1,3.16,6.55250788703459,False,False,False,False,False,False,,,3.0,7.0
17059,My1Login,https://www.crunchbase.com/organization/my1login,United Kingdom,51.4893335,-0.1440551,2007,1.0,True,True,False,False,False,False,False,False,False,True,False,False,False,False,5,2,3,True,False,False,False,False,0.0,False,1.5,False,2012-04-13,2013-06-24,Venture - Series Unknown,2012,91.8,False,,True,,11.4,17.2,False,,False,,True,,True,False,False,,False,,False,,0,0,False,,False,False,,False,,False,,False,,False,,False,,False,False,False,False,5,,True,,True,False,,False,False,False,False,False,False,True,True,1939,5,True,24,9,0.375,0.3184537311185346,0.004639509600861782,0.5339244775658968,0.4874079643564715,0.5560688323633549,0.4874079643564715,0.5339244775658968,0.5560688323633549,0.0,0.0,0.0,0.05660034220535054,0.0,0.10019160406049209,0.0,0.0,0.0,0,0,0,0,0,0,0,3.16,6.55250788703459,False,False,True,False,True,True,,,45.0,65.0
17013,theprintspace,https://www.crunchbase.com/organization/theprintspace,United Kingdom,51.4893335,-0.1440551,2007,2.0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,1,2,2,False,True,False,False,False,1.0,True,1.592332,False,2008-06-01,2019-06-24,Seed,2008,109.0,True,True,False,False,17.0,7.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0,0,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,2,1.0,True,True,True,False,False,False,False,False,False,False,False,True,True,1939,5,True,24,9,0.375,0.3184537311185346,0.004639509600861782,0.07358888710863855,0.05294940182194702,0.09422837239533008,0.09422837239533008,0.09422837239533008,0.09422837239533008,0.05294940182194702,0.05294940182194702,0.05294940182194702,0.04164261101587768,0.04164261101587768,0.04164261101587768,9.0,3.0,0.2871220746896815,1,0,0,0,0,0,0,3.16,7.244941546337007,False,False,False,False,False,False,,,45.0,65.0
17008,Vashi,https://www.crunchbase.com/organization/vashi,United Kingdom,51.4893335,-0.1440551,2007,1.0,False,True,False,False,False,True,False,False,False,False,True,False,False,False,13,1,1,False,False,True,False,False,0.0,False,5.609923,False,2020-07-01,2020-07-01,Series C,2020,3.0,False,,True,,2.0,1.0,False,,False,,False,,False,False,False,,False,,False,,0,0,False,,False,False,,False,,False,,False,,False,,False,,False,False,False,False,0,,False,,False,True,,False,False,False,False,True,True,True,True,1939,5,True,24,8,0.3333333333333333,0.2876820724517809,0.004639509600861782,0.7808121346541159,0.7808121346541159,0.7808121346541159,0.7808121346541159,0.7808121346541159,0.7808121346541159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,3.16,7.901377353792616,False,True,True,True,True,True,,,45.0,65.0
17007,FreeAgent,https://www.crunchbase.com/organization/freeagent-central,United Kingdom,55.9519018,-3.1904199,2007,3.0,True,False,False,False,True,False,False,False,True,True,False,False,False,False,2,1,3,False,False,False,True,False,0.0,False,0.15,True,2009-09-10,2009-09-10,Series C,2009,112.66666666666669,False,,True,,2.3,30.7,False,,True,,False,,True,False,False,,True,,False,,0,0,False,,False,False,,False,,False,,False,,False,,False,,False,False,False,False,1,,True,,False,True,,True,True,True,False,True,False,True,False,45,1,True,1,1,1.0,0.6931471805599453,0.28153747747239416,2.479469909472296,0.5350383793731515,5.575972110921178,0.5350383793731515,2.479469909472296,5.575972110921178,0.0,0.0,0.0,4.548586843415323,0.918452570524003,6.822842542374868,0.0,0.0,0.0,0,0,0,0,0,0,0,3.16,6.55250788703459,True,False,True,True,True,True,2016-11-16,9.0,9.0,13.0
16984,Heptares Therapeutics,https://www.crunchbase.com/organization/heptares-therapeutics,United Kingdom,51.79588,-0.07854,2007,2.0,True,False,False,False,True,False,False,True,False,False,False,False,False,False,0,1,1,False,False,True,False,False,0.0,False,0.0,True,2007-08-10,2007-08-10,Venture - Series Unknown,2007,49.0,True,,False,,10.0,24.0,False,,False,,False,,False,False,False,,False,,False,,0,0,False,,False,True,,True,,True,,True,,False,,False,,False,False,False,False,1,,True,,True,True,,False,False,False,False,False,False,True,True,1956,0,False,0,0,0.0,0.0,0.031177571740630048,0.034384893646986235,0.034384893646986235,0.034384893646986235,0.034384893646986235,0.034384893646986235,0.034384893646986235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,3.16,7.313886831633462,True,True,True,True,True,True,2015-02-22,8.0,14.400000000000006,24.40000000000002
16974,Zoopla,https://www.crunchbase.com/organization/zoopla,United Kingdom,51.4893335,-0.1440551,2007,1.0,True,True,False,False,False,False,False,False,False,False,False,False,True,False,1,1,3,False,True,False,False,False,1.0,True,2.949464,False,2008-01-15,2008-01-15,Series C,2008,226.33333333333337,True,False,True,True,14.0,96.7,True,True,True,False,False,False,False,True,False,False,True,False,False,False,2,0,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,2,0.0,True,False,False,True,False,True,True,True,False,False,False,True,False,1939,5,True,24,9,0.375,0.3184537311185346,0.004639509600861782,1.755760671301792,0.0,5.267282013905375,0.0,0.0,0.0,5.267282013905375,5.267282013905375,5.267282013905375,3.511521342603584,0.0,5.267282013905375,4.0,6.0,0.2698135627484185,1,0,0,0,0,0,0,3.16,7.244941546337007,False,False,True,False,True,True,,,45.0,65.0
16972,Simudyne,https://www.crunchbase.com/organization/simudyne,United Kingdom,51.4893335,-0.1440551,2007,1.0,True,True,False,False,False,False,False,False,True,True,False,False,False,False,10,2,6,True,True,False,True,False,1.0,True,3.574002,False,2017-01-27,2018-02-16,Series A,2017,64.6,True,False,True,True,7.8,164.0,False,False,True,True,True,True,False,True,False,False,False,False,False,False,3,0,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,3,0.0,True,False,False,True,False,True,True,True,False,False,False,True,False,1939,5,True,24,9,0.375,0.3184537311185346,0.004639509600861782,4.616967316316051,0.0,8.635723834817247,0.0,4.130934032217256,8.635723834817247,7.533167020908819,7.533167020908819,7.533167020908819,4.904054293495388,0.0,8.635723834817247,142.0,101.0,0.8488043357756372,1,1,1,1,0,1,1,3.16,7.696667081526462,False,False,True,False,True,True,,,45.0,65.0
16956,ME+EM,https://www.crunchbase.com/organization/me-em,United Kingdom,51.4893335,-0.1440551,2007,1.0,False,True,False,False,True,True,False,False,False,False,False,False,False,False,8,1,3,False,False,False,False,False,0.0,False,0.0,True,2015-08-17,2015-08-17,Series A,2015,59.0,True,,False,,6.7,7.3,True,,False,,False,,True,False,False,,False,,False,,3,0,True,,True,True,,True,,True,,True,,True,,True,,True,False,True,False,3,,True,,True,True,,False,False,False,False,False,False,True,True,1939,5,True,24,8,0.3333333333333333,0.2876820724517809,0.004639509600861782,0.0014401785374764478,0.0,0.004320535612429343,0.0,0.0014401785374764478,0.004320535612429343,0.0,0.0,0.0,0.0028803570749528955,0.0,0.004320535612429343,20.0,1.0,0.2969932535833212,1,0,0,0,0,0,0,3.16,7.170888478512505,False,True,True,True,True,True,,,45.0,65.0
