company_id,organization_name,organization_name_url,headquarters_country,latitude,longitude,founded_year,number_of_founders,b2b_binary,hub_binary,energy,materials,industrials,consumer_discretionary,consumer_staples,health_care,financials,information_technology,communication_services,utilities,real_estate,other,age,number_seed_rounds,number_seed_investors,follow_on_investor_in_seed_binary,mixed_syndicate,one_seed_investor_binary,pre_seed_binary,single_lead_investor,number_lead_seed_investors,lead_investor_in_seed,total_seed_funding_m,low_seed_financing_binary,earliest_seed_round_date,latest_seed_round_date,last_equity_funding_type,year_first_round,average_seed_investors_portfolio_organizations,regional_seed_investor_binary,regional_lead_seed_investor_binary,overregional_seed_investor_binary,overregional_lead_seed_investor_binary,avg_age_of_seed_investors,avg_exits_of_seed_investors,specific_vc_in_seed_binary,specific_lead_vc_in_seed_binary,target_vc_in_seed_binary,target_lead_vc_in_seed_binary,accelerator_funding_binary,accelerator_lead_funding_binary,angel_group_funding_binary,angel_investor_in_seed_binary,regional_angel_investor_in_seed,angel_group_lead_funding_binary,micro_vc_funding_binary,micro_vc_lead_funding_binary,corporate_vc_funding_binary,corporate_vc_lead_funding_binary,number_seed_investors_same_city,number_seed_lead_investors_same_city,seed_investor_same_city,seed_lead_investor_same_city,seed_investors_all_same_city,seed_investor_same_city_100,seed_lead_investor_same_city_100,seed_investor_same_city_70,seed_lead_investor_same_city_70,seed_investor_same_city_50,seed_lead_investor_same_city_50,seed_investor_same_city_40,seed_lead_investor_same_city_40,seed_investor_same_city_30,seed_lead_investor_same_city_30,seed_investor_same_city_20,seed_lead_investor_same_city_20,seed_investor_same_city_10,seed_lead_investor_same_city_10,seed_investor_same_city_5,seed_lead_investor_same_city_5,number_homecountry_investors,number_homecountry_lead_investors,homecountry_investor_in_seed_binary,homecountry_lead_investor,all_homecountry_investors_in_seed_binary,hub_vc_in_seed_binary,hub_lead_vc_in_seed_binary,global_investor,all_global_investor,us_investor,all_us_investor,dach_investor,all_dach_investor,european_investor,all_european_investor,vcs_within_50km,top_university_count,top_university_ecosystem_binary,founded_startups_in_environment,successful_startups_in_environment,share_successful_startups_in_environment,log_share_successful_startups_in_environment,distance_to_hub,avg_seed_investor_distance,minimum_seed_vc_distance,max_seed_investor_distance,minimum_seed_vc_distance_non_lead,avg_seed_vc_distance_non_lead,maximum_seed_vc_distance_non_lead,minimum_lead_seed_vc_distance,avg_lead_seed_vc_distance,maximum_lead_seed_vc_distance,avg_seed_investor_pairwise_distance,min_seed_investor_pairwise_distance,max_seed_investor_pairwise_distance,local_portfolio,local_coinv,local_network_score,high_local_net_median,high_local_net_top20,high_portfolio_top20,high_coinv_top20,in_peer_top10_20km,in_coinv_peer_top20_30km,in_portfolio_peer_top20_30km,gdp_growth_founding_year,investment_volume_first_seed_year,exit_binary,funding_success,post_seed_funding,exit_funding_success,exit_round_success,success,exit_date,years_to_exit,peer_coinv_top20_threshold,peer_portfolio_top20_threshold
10067,SCHAD,https://www.crunchbase.com/organization/schad,Germany,51.1776603,14.4248884,2007,1.0,True,False,False,False,True,True,False,False,False,True,False,False,False,False,1,2,2,False,False,False,False,False,0.0,False,0.0,True,2008-09-18,2008-09-18,Series A,2008,662.0,False,,True,,3.0,125.5,False,,True,,False,,False,False,False,,False,,False,,0,0,False,,False,False,,False,,False,,False,,False,,False,,False,False,False,False,2,,True,,True,False,,False,False,False,False,True,True,True,True,0,0,False,0,0,0.0,0.0,0.124328743435643,0.5150206955303775,0.5150206955303775,0.5150206955303775,0.5150206955303775,0.5150206955303775,0.5150206955303775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,1,3.16,6.922151159265869,False,False,True,False,True,True,,,0.0,0.0
10017,TunHub,https://www.crunchbase.com/organization/tunhub,Germany,52.510885,13.3989367,2007,1.0,True,True,False,False,False,False,False,True,False,True,False,False,False,False,9,1,1,False,False,True,False,False,0.0,False,0.0,True,2016-07-08,2016-07-08,Seed,2016,362.0,False,,True,,5.0,33.0,True,,False,,False,,False,False,False,,False,,False,,0,0,False,,False,False,,False,,False,,False,,False,,False,,False,False,False,False,0,,False,,False,False,,True,True,True,True,False,False,False,False,539,3,True,8,5,0.625,0.4855078157817008,0.0,6.385086074905369,6.385086074905369,6.385086074905369,6.385086074905369,6.385086074905369,6.385086074905369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,3.16,7.244941546337007,False,False,False,False,False,False,,,18.800000000000068,29.0
10006,HAPILA GmbH,https://www.crunchbase.com/organization/hapila-gmbh,Germany,50.8765528,12.0832674,2007,1.0,True,False,False,False,True,False,False,True,False,False,False,False,False,False,1,2,2,False,False,False,False,False,0.0,False,0.0,True,2008-09-23,2008-09-23,Seed,2008,662.0,False,,True,,3.0,125.5,False,,True,,False,,False,False,False,,False,,False,,0,0,False,,False,False,,False,,False,,False,,False,,False,,False,False,False,False,2,,True,,True,False,,False,False,False,False,True,True,True,True,6,0,False,0,0,0.0,0.0,0.19032060197637282,0.35028473829928786,0.35028473829928786,0.35028473829928786,0.35028473829928786,0.35028473829928786,0.35028473829928786,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,1,1,0,3.16,6.922151159265869,False,False,False,False,False,False,,,0.0,5.0
10108,twidox,https://www.crunchbase.com/organization/twidox,Germany,50.0820384,8.2416556,2007,3.0,True,False,False,False,False,False,False,False,False,True,True,False,False,True,1,1,1,False,False,True,False,False,0.0,False,0.0,True,2008-01-01,2008-01-01,Seed,2008,36.0,False,,True,,8.0,10.0,False,,False,,False,,False,False,False,,False,,False,,0,0,False,,False,False,,False,,False,,False,,False,,False,,False,False,False,False,1,,True,,True,False,,False,False,False,False,True,True,True,True,103,0,False,0,0,0.0,0.0,0.2881236860214211,0.13145243950112317,0.13145243950112317,0.13145243950112317,0.13145243950112317,0.13145243950112317,0.13145243950112317,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0637308819147395,0,0,0,0,1,1,1,3.16,6.922151159265869,False,False,False,False,False,False,,,0.0,1.0
10104,Secusmart,https://www.crunchbase.com/organization/secusmart,Germany,51.2254018,6.7763137,2007,1.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,0,1,1,False,False,True,False,True,1.0,True,0.0,True,2007-11-30,2007-11-30,Series A,2007,108.0,False,False,True,True,2.0,31.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0.0,False,False,False,True,True,False,False,False,False,True,True,True,True,143,0,False,1,0,0.0,0.0,0.17468247275260293,0.4468811651734495,0.4468811651734495,0.4468811651734495,0.0,0.0,0.0,0.4468811651734495,0.4468811651734495,0.4468811651734495,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,3.16,6.668863370699788,True,False,True,True,True,True,2014-07-29,7.0,0.0,4.0
9816,JobLeads,https://www.crunchbase.com/organization/jobleads,Germany,53.550341,10.000654,2007,1.0,False,True,False,False,True,False,False,False,False,False,False,False,False,False,4,2,2,False,False,False,False,False,0.0,False,0.0,True,2011-05-17,2011-05-17,Seed,2011,662.0,False,,True,,6.0,125.5,False,,True,,False,,False,False,False,,False,,False,,0,0,False,,False,False,,False,,False,,False,,False,,False,,False,False,False,False,2,,True,,True,False,,False,False,False,False,True,True,True,True,116,1,True,2,0,0.0,0.0,0.0,0.37019550915568705,0.37019550915568705,0.37019550915568705,0.37019550915568705,0.37019550915568705,0.37019550915568705,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.2099961751794825,1,0,0,0,0,0,0,3.16,6.55250788703459,False,False,False,False,False,False,,,2.4000000000000057,10.0
10081,eZelleron,https://www.crunchbase.com/organization/ezelleron,Germany,51.0493286,13.7381437,2007,1.0,True,False,False,False,False,True,False,False,False,True,False,False,False,False,1,2,4,False,False,False,True,False,4.0,True,3.610591,False,2008-05-04,2009-12-10,Series B,2008,50.25,True,True,True,True,6.3,9.2,False,False,True,True,False,False,False,True,True,False,False,False,False,False,1,1,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,4,4.0,True,True,True,True,True,False,False,False,False,True,True,True,True,17,0,False,0,0,0.0,0.0,0.1208908573177236,0.2236708568352013,0.0,0.43495652029994025,0.0,0.0,0.0,0.0,0.2236708568352013,0.43495652029994025,0.3500874188787043,0.10037440672951983,0.5102071868684638,2.0,0.0,0.0402231640645322,0,0,0,0,0,0,0,3.16,6.922151159265869,True,False,True,True,True,True,2018-01-01,11.0,2.0,15.0
9981,rapidrabbit,https://www.crunchbase.com/organization/rapidrabbit,Germany,54.095791,13.3815238,2007,1.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,2,2,2,False,False,False,False,False,0.0,False,1.32592,False,2009-04-08,2009-04-08,Seed,2009,662.0,False,,True,,4.0,125.5,False,,True,,False,,False,False,False,,False,,False,,0,0,False,,False,False,,False,,False,,False,,False,,False,,False,False,False,False,2,,True,,True,False,,False,False,False,False,True,True,True,True,7,0,False,0,0,0.0,0.0,0.1762373030669363,0.5661747012832167,0.5661747012832167,0.5661747012832167,0.5661747012832167,0.5661747012832167,0.5661747012832167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,1,3.16,6.55250788703459,False,False,False,False,False,False,,,0.0,0.0
9922,excentos,https://www.crunchbase.com/organization/excentos,Germany,52.4009309,13.0591397,2007,1.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,0,2,2,False,False,False,False,False,0.0,False,0.0,True,2007-02-06,2007-02-06,Series A,2007,662.0,False,,True,,2.0,125.5,False,,True,,False,,False,False,False,,False,,False,,0,0,False,,False,False,,False,,False,,False,,False,,False,,False,False,False,False,2,,True,,True,False,,False,False,False,False,True,True,True,True,539,0,False,1,0,0.0,0.0,0.026069153681937258,0.45127020546198066,0.45127020546198066,0.45127020546198066,0.45127020546198066,0.45127020546198066,0.45127020546198066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,3.16,6.668863370699788,False,False,True,False,True,True,,,19.0,29.0
9497,SoundCloud,https://www.crunchbase.com/organization/soundcloud,Germany,52.510885,13.3989367,2007,2.0,False,True,False,False,False,False,False,False,False,True,True,False,False,False,2,1,2,False,True,False,False,False,1.0,True,0.0,True,2009-03-18,2009-03-18,Corporate Round,2009,75.0,True,True,True,False,7.5,19.5,False,False,True,True,False,False,False,False,False,False,False,False,False,False,1,1,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,1,1.0,True,True,False,True,True,True,True,True,False,True,False,True,False,539,3,True,8,4,0.5,0.4054651081081644,0.0,3.202388098269455,0.0,6.4047761965389105,6.4047761965389105,6.4047761965389105,6.4047761965389105,0.0,0.0,0.0,6.4047761965389105,6.4047761965389105,6.4047761965389105,0.0,0.0,0.0,0,0,0,0,0,0,0,3.16,6.55250788703459,False,True,True,True,True,True,,,18.800000000000068,29.0
