Company ID,Organization Name,Founded Year,Headquarters Country,Number of Founders,Hub Binary,B2B Binary,Number Seed Rounds,Avg Seed Investor Distance,Avg Seed Investor Pairwise Distance,Average Seed Investors Portfolio Organizations,Number Seed Investors,Avg Age of Seed Investors,Specific VC in Seed Binary,Target VC in Seed Binary,Hub VC in Seed Binary,Accelerator Funding Binary,Angel Group Funding Binary,Micro VC Funding Binary,Corporate Venture Capital Funding Binary,Homecountry Investor in Seed Binary,Years to Seed,Total Seed Funding (M),Energy,Materials,Industrials,Consumer Discretionary,Consumer Staples,Health Care,Financials,Information Technology,Communication Services,Utilities,Real Estate,Other,Success,Exit Binary,Funding Success,Degree_Global,Betweenness_Global,Closeness_Global,Eigenvector_Global,Degree_HomeCountry,Betweenness_HomeCountry,Closeness_HomeCountry,Eigenvector_HomeCountry
16459,The Business of Fashion,2007,United Kingdom,1.0,True,True,1,4189.22028506064,4236.718344325519,206.0,6,5.8,False,True,True,False,False,True,False,True,6,2.1,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,0.013651877133105804,0.00024408816619714472,0.353952104745538,0.0007248428764195387,0.03295225285810356,0.0003795626742281092,0.3595155169405657,0.0020725697844312255
16464,ScotBio,2007,United Kingdom,1.0,False,True,1,543.2440481039298,0.0,1.0,1,10.0,False,False,False,False,False,False,False,True,11,9.146808,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,5.626981051924146e-55,0.0,0.0,0.0,1.274642843896496e-66
9188,Yasni,2007,Germany,1.0,False,False,1,228.51782808422453,412.6048693122145,72.0,2,5.5,False,False,False,False,False,False,False,True,1,3.769454793565684,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,0.002686805605983589,0.00016034064451257547,0.3187575838372595,2.5769630992936287e-05,0.012980992118683355,0.00033533682518853983,0.3248847721805076,0.00043255216266279366
16278,Demand Logic,2007,United Kingdom,4.0,True,True,1,0.0,0.0,81.0,1,7.0,False,False,True,True,False,False,False,True,15,1.410365,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,0.003122503812359306,0.0,0.3150152267583697,5.6880400758486114e-05,0.008742434431741762,0.0,0.3227874667728473,0.0003100335262372272
9318,eZelleron,2007,Germany,1.0,False,True,1,298.2278091136018,401.94702864380696,66.0,3,6.3,False,False,False,False,False,False,False,True,2,3.533402,False,False,False,True,False,False,False,True,False,False,False,False,True,True,True,0.004792680270132888,9.356312019516122e-05,0.31207052249516487,0.00018388001990147612,0.028280018544274452,0.0007586145225167641,0.32826343155184295,0.0031830686120538736
16468,CIQUAL,2007,United Kingdom,1.0,False,True,1,3418.869524758107,6837.739049516214,48.0,2,2.0,False,True,True,False,False,False,False,True,4,2.792297772045591,False,False,False,False,False,False,False,True,False,False,False,True,True,True,False,0.0012344782513978652,0.0,0.2828748768893635,7.314687129365878e-06,0.0038108047522976913,0.0,0.2833784201054847,3.645495618103333e-05
9341,Secusmart,2007,Germany,1.0,False,True,1,446.8811651734495,0.0,108.0,1,2.0,False,False,False,False,False,False,False,False,0,3.769454793565684,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,0.001960641928690727,7.771176866276165e-07,0.316643569675805,2.1886624840416306e-05,0.00880853036624942,0.0,0.31642839752649515,0.00022771124596198422
9345,twidox,2007,Germany,3.0,False,True,1,131.45243950112317,0.0,36.0,1,8.0,False,False,False,False,False,False,False,True,1,3.769454793565684,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,0.0007261636772928619,0.0,0.2700065019255627,3.942045968347997e-06,0.004172461752433936,0.0,0.30745247237451323,0.00020629909840137628
16250,theprintspace,2007,United Kingdom,2.0,True,False,1,52.94940182194702,0.0,189.0,1,17.0,False,False,False,False,False,False,False,True,12,1.592332,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.003195120180088592,0.0,0.28814712381268254,2.2356828553363866e-05,0.00986325935888814,0.0,0.30631729420552223,0.0001568530607295099
16245,Vashi,2007,United Kingdom,1.0,True,False,2,390.40606732705794,780.8121346541159,57.0,2,1.5,False,False,True,False,True,True,False,True,9,5.609923,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,0.004647447534674316,5.8152169523791714e-05,0.3255088911949516,0.0006609116731144785,0.012329074198610178,0.0,0.3221708998452295,0.0015378289752364968
